year,word,frequency,topic
2017,depicted,0.0012035763742213774,2
2000,perspective,0.0006288890737427229,2
2001,perspective,0.0006551483453023227,2
2002,perspective,0.0006928637300831523,2
2003,perspective,0.0007409289280695289,2
2004,perspective,0.0008090658587262913,2
2005,perspective,0.0009107824438204658,2
2006,perspective,0.0010625712698929847,2
2007,perspective,0.0012655273509658879,2
2008,perspective,0.0015190960944427218,2
2009,perspective,0.0018287055281105426,2
2010,perspective,0.002177976854807725,2
2011,perspective,0.002486087814901267,2
2012,perspective,0.0027607691032219567,2
2013,perspective,0.0030222221178400964,2
2014,perspective,0.0032649071543395304,2
2015,perspective,0.003610483802567269,2
2016,perspective,0.003946540088895812,2
2017,perspective,0.003982082779236401,2
2000,dutch,0.0008049343084608197,2
2001,dutch,0.0008687704608170093,2
2002,dutch,0.0009789315060521804,2
2003,dutch,0.0011170028455723842,2
2004,dutch,0.0012685521700025678,2
2005,dutch,0.0013490475502007469,2
2006,dutch,0.0014255814468013524,2
2007,dutch,0.0015752060521644952,2
2008,dutch,0.0018023598348429785,2
2009,dutch,0.0020304250538037516,2
2010,dutch,0.002248131579321966,2
2011,dutch,0.002289392041479954,2
2012,dutch,0.002297516346805375,2
2013,dutch,0.002408763569854648,2
2014,dutch,0.002850726400936679,2
2015,dutch,0.0033086376018322166,2
2016,dutch,0.003445462807895729,2
2017,dutch,0.0030790906794173805,2
2000,japanese,0.002350503971438385,2
2001,japanese,0.0024375192953188405,2
2002,japanese,0.0025746117827427934,2
2003,japanese,0.0027762458529937317,2
2004,japanese,0.003023707416532962,2
2005,japanese,0.003043070945415538,2
2006,japanese,0.0030004203208753187,2
2007,japanese,0.0027272847160906915,2
2008,japanese,0.0025028029142149157,2
2009,japanese,0.0022748536905558185,2
2010,japanese,0.0018036426294979187,2
2011,japanese,0.001405330177581633,2
2012,japanese,0.00117668686797147,2
2013,japanese,0.0009692967521361548,2
2014,japanese,0.0008157513393165415,2
2015,japanese,0.0007353166289227399,2
2016,japanese,0.0006990488078697912,2
2017,japanese,0.0006868590893899277,2
2000,pragmatic,0.0006507999970868669,2
2001,pragmatic,0.0006803474940320214,2
2002,pragmatic,0.0007149649817619107,2
2003,pragmatic,0.0007336074463886492,2
2004,pragmatic,0.0007638147658997422,2
2005,pragmatic,0.00083059152942419,2
2006,pragmatic,0.0009407406140765409,2
2007,pragmatic,0.0010574654312043082,2
2008,pragmatic,0.0011899591635220932,2
2009,pragmatic,0.0013316580440309116,2
2010,pragmatic,0.0014928542215405754,2
2011,pragmatic,0.0017453300122929121,2
2012,pragmatic,0.002186980332002688,2
2013,pragmatic,0.0028081005676094365,2
2014,pragmatic,0.0035887552419010364,2
2015,pragmatic,0.004177040320418735,2
2016,pragmatic,0.004434636755107291,2
2017,pragmatic,0.004759125514544866,2
2000,error,0.0019527500996297227,2
2001,error,0.001961667708915734,2
2002,error,0.002023402558990519,2
2003,error,0.002119744607570478,2
2004,error,0.002149011739846668,2
2005,error,0.0020916085011116544,2
2006,error,0.0020181610853349514,2
2007,error,0.002005808690756754,2
2008,error,0.0018989378368767442,2
2009,error,0.0018165188297878298,2
2010,error,0.0017350221642902777,2
2011,error,0.0017129780689460424,2
2012,error,0.0015615900148323084,2
2013,error,0.0014680617678246603,2
2014,error,0.0015041729529944006,2
2015,error,0.0016928294323104666,2
2016,error,0.0019737241744352376,2
2017,error,0.0021528329390185412,2
2000,female,0.0016763174712506974,2
2001,female,0.00173057624222094,2
2002,female,0.0018205979143497962,2
2003,female,0.0018828057705089654,2
2004,female,0.001876128454699759,2
2005,female,0.0019751657552485383,2
2006,female,0.002113893471225178,2
2007,female,0.0020987603653895128,2
2008,female,0.0020136283524834404,2
2009,female,0.0019296958208998016,2
2010,female,0.0017212281717149866,2
2011,female,0.0015881925617052045,2
2012,female,0.0015960871966147015,2
2013,female,0.0016673152007749491,2
2014,female,0.0017587460234196768,2
2015,female,0.0019363418763435943,2
2016,female,0.00221162164402152,2
2017,female,0.0021295971305908884,2
2000,ambiguous,0.0015272532646457449,2
2001,ambiguous,0.0015616562819417688,2
2002,ambiguous,0.0016129642145673384,2
2003,ambiguous,0.001648379276563625,2
2004,ambiguous,0.0016714830770622425,2
2005,ambiguous,0.0017624117034186761,2
2006,ambiguous,0.0019351304994448199,2
2007,ambiguous,0.002115113486268694,2
2008,ambiguous,0.0022453493146614508,2
2009,ambiguous,0.002205591426459388,2
2010,ambiguous,0.002006871753691051,2
2011,ambiguous,0.0018366001108168298,2
2012,ambiguous,0.001763697311623272,2
2013,ambiguous,0.0016710532734219852,2
2014,ambiguous,0.0017155670673989743,2
2015,ambiguous,0.001861685369069521,2
2016,ambiguous,0.0020428625308516173,2
2017,ambiguous,0.0021618877036881003,2
2000,confederate,0.001092832190197496,2
2001,confederate,0.0012110262447029404,2
2002,confederate,0.001418965129349487,2
2003,confederate,0.0016706117072710948,2
2004,confederate,0.0018702167484875509,2
2005,confederate,0.0019795524576430596,2
2006,confederate,0.0019855855176924924,2
2007,confederate,0.002028647138672172,2
2008,confederate,0.0021593245149349586,2
2009,confederate,0.002373990301935349,2
2010,confederate,0.002616011136076372,2
2011,confederate,0.002590845791048827,2
2012,confederate,0.002370145036642009,2
2013,confederate,0.0019916070194773393,2
2014,confederate,0.001668113188977266,2
2015,confederate,0.0014729025340285934,2
2016,confederate,0.0014107137564185223,2
2017,confederate,0.0013902062117429701,2
2000,semantically,0.002774102114555847,2
2001,semantically,0.0026870653113456747,2
2002,semantically,0.0024840599597143083,2
2003,semantically,0.0022631539474991177,2
2004,semantically,0.0020712211266239967,2
2005,semantically,0.0019483601620133185,2
2006,semantically,0.001922754788293113,2
2007,semantically,0.001943018401506086,2
2008,semantically,0.0019143813779024924,2
2009,semantically,0.00187877852351929,2
2010,semantically,0.0018277297655623103,2
2011,semantically,0.0017307908102236853,2
2012,semantically,0.0015563001379389884,2
2013,semantically,0.001370128757151071,2
2014,semantically,0.0012154437630225677,2
2015,semantically,0.0011052890997324356,2
2016,semantically,0.001047058275715228,2
2017,semantically,0.0010175769177152173,2
2000,affect,0.001286617287449525,2
2001,affect,0.0013288643794468606,2
2002,affect,0.0013735601731743588,2
2003,affect,0.0014156186951061129,2
2004,affect,0.0014614139689684833,2
2005,affect,0.001525735431046127,2
2006,affect,0.0016288885243544394,2
2007,affect,0.001747707145768828,2
2008,affect,0.0018314459440422013,2
2009,affect,0.0019198347054171189,2
2010,affect,0.002026999906609405,2
2011,affect,0.0020930740533278433,2
2012,affect,0.0021188769598484048,2
2013,affect,0.0021704764053153847,2
2014,affect,0.0022063398846413765,2
2015,affect,0.0022071969167451085,2
2016,affect,0.0021825152491410814,2
2017,affect,0.002117614084753261,2
2000,communication,0.000822476366713021,2
2001,communication,0.0008510649991774103,2
2002,communication,0.0008971813186095575,2
2003,communication,0.0009488662232686654,2
2004,communication,0.001010716608140121,2
2005,communication,0.0011056791594748281,2
2006,communication,0.0012376912252247737,2
2007,communication,0.0013700381271667009,2
2008,communication,0.0015113309951872399,2
2009,communication,0.0016681426984881927,2
2010,communication,0.001858666237219689,2
2011,communication,0.0021272238064963408,2
2012,communication,0.002449397214026404,2
2013,communication,0.0028120609015290644,2
2014,communication,0.0029427447489499135,2
2015,communication,0.002827945167571,2
2016,communication,0.0029771947591835817,2
2017,communication,0.0031710072403034638,2
2000,article,0.0018686298718338515,2
2001,article,0.0019202637933677402,2
2002,article,0.0020514019440729682,2
2003,article,0.0021986220534088094,2
2004,article,0.00248004857395497,2
2005,article,0.002728239592644936,2
2006,article,0.002487233414676459,2
2007,article,0.0021365714158115877,2
2008,article,0.0018858555148977049,2
2009,article,0.0017222772103035167,2
2010,article,0.0015306813601302994,2
2011,article,0.0014193934097148208,2
2012,article,0.0013766459278743426,2
2013,article,0.0014379540912302254,2
2014,article,0.001450836957532905,2
2015,article,0.0013009007999937902,2
2016,article,0.0012175233500582195,2
2017,article,0.0011251171740984725,2
2000,dialogue,0.0009876397095040172,2
2001,dialogue,0.001041216412107453,2
2002,dialogue,0.001116725323761886,2
2003,dialogue,0.0012037033763164311,2
2004,dialogue,0.001320973528421832,2
2005,dialogue,0.0015009775131000758,2
2006,dialogue,0.0017982501353017088,2
2007,dialogue,0.0021309400797711285,2
2008,dialogue,0.0024568817447232767,2
2009,dialogue,0.00271944380577579,2
2010,dialogue,0.0028216568342345283,2
2011,dialogue,0.0025521886081290297,2
2012,dialogue,0.0022686599346650816,2
2013,dialogue,0.001986757164603963,2
2014,dialogue,0.0017649929573555372,2
2015,dialogue,0.0015609188805549676,2
2016,dialogue,0.0014083019937313754,2
2017,dialogue,0.001359567250208126,2
2000,design,0.0019874469380927883,2
2001,design,0.0020063535256872912,2
2002,design,0.0019828258517844257,2
2003,design,0.0019051968744781028,2
2004,design,0.0017497513601791035,2
2005,design,0.0016224553186841022,2
2006,design,0.0015743206610659198,2
2007,design,0.0015651623549405825,2
2008,design,0.0015713840400863905,2
2009,design,0.0015768489838826824,2
2010,design,0.0015875644548792264,2
2011,design,0.0016238856555321536,2
2012,design,0.001656687340057957,2
2013,design,0.001729790089407747,2
2014,design,0.0018107530623853749,2
2015,design,0.0018801116983922588,2
2016,design,0.0019131358101908368,2
2017,design,0.0019207144630641886,2
2000,included,0.0015479212952157365,2
2001,included,0.0015567498692010124,2
2002,included,0.001562722721491962,2
2003,included,0.0015622226073966695,2
2004,included,0.0015620792725661472,2
2005,included,0.0015857954952044552,2
2006,included,0.0016348403284496959,2
2007,included,0.0017052790537866432,2
2008,included,0.0017713076812834964,2
2009,included,0.0018311948519708775,2
2010,included,0.001882343193719788,2
2011,included,0.0019013822586687657,2
2012,included,0.001890150994278814,2
2013,included,0.0018631293398333265,2
2014,included,0.0018469227550419267,2
2015,included,0.0018366799385078779,2
2016,included,0.0018185040722744428,2
2017,included,0.0018009732857568075,2
2000,male,0.0016800402253881047,2
2001,male,0.0017472150752776813,2
2002,male,0.0018415868466000792,2
2003,male,0.0019086208810689207,2
2004,male,0.0019101870071292688,2
2005,male,0.001984236460529401,2
2006,male,0.00206280155271877,2
2007,male,0.0020054077914689597,2
2008,male,0.001888710621947121,2
2009,male,0.0017521443604654905,2
2010,male,0.0015377507167960312,2
2011,male,0.0013969147843276828,2
2012,male,0.0013622754767695128,2
2013,male,0.0013947698710274651,2
2014,male,0.0014559671650178907,2
2015,male,0.001535054250520234,2
2016,male,0.0016201184359819767,2
2017,male,0.0015441675438893072,2
2000,partner,0.00050262645342941,2
2001,partner,0.0005219311479093222,2
2002,partner,0.000549786609575236,2
2003,partner,0.0005735624706712605,2
2004,partner,0.0005990599497902396,2
2005,partner,0.0006429410041042631,2
2006,partner,0.0007192930672528734,2
2007,partner,0.0008401216237366618,2
2008,partner,0.0010198089745648172,2
2009,partner,0.001287720165842128,2
2010,partner,0.0017103706897169243,2
2011,partner,0.002233793091873612,2
2012,partner,0.002812955361675958,2
2013,partner,0.003157387890119754,2
2014,partner,0.0031031530498587204,2
2015,partner,0.0029781157622975124,2
2016,partner,0.003257673881994956,2
2017,partner,0.0037414481515146538,2
2000,primed,0.0017748994183791492,2
2001,primed,0.0018491914829861448,2
2002,primed,0.0019227610086178326,2
2003,primed,0.0019816900281665085,2
2004,primed,0.001983102034524558,2
2005,primed,0.001988741171451419,2
2006,primed,0.002019821329923608,2
2007,primed,0.0020530014689368356,2
2008,primed,0.0020576288466787034,2
2009,primed,0.002020552444362724,2
2010,primed,0.0019545216607031435,2
2011,primed,0.0017933505051290414,2
2012,primed,0.0015554181553592216,2
2013,primed,0.0012955467141704037,2
2014,primed,0.001102197509280466,2
2015,primed,0.0009615182282649342,2
2016,primed,0.0008809490372101534,2
2017,primed,0.0008527014894546557,2
2000,choice,0.0012149117066822992,2
2001,choice,0.0012369237932971621,2
2002,choice,0.0012767574297705047,2
2003,choice,0.0013199398064578029,2
2004,choice,0.0013643617840804567,2
2005,choice,0.0014223527688880183,2
2006,choice,0.0015252391735054772,2
2007,choice,0.0016594870924377513,2
2008,choice,0.001808602029173158,2
2009,choice,0.001928416850686439,2
2010,choice,0.001954991040156464,2
2011,choice,0.0019542096193317627,2
2012,choice,0.0019345123223787474,2
2013,choice,0.0019162716577647712,2
2014,choice,0.0018866515860993492,2
2015,choice,0.0017554888572681511,2
2016,choice,0.0016156382672494734,2
2017,choice,0.0015319616614855687,2
2000,interlocutor,0.0005847518272813676,2
2001,interlocutor,0.0006168624285279548,2
2002,interlocutor,0.0006614571859355235,2
2003,interlocutor,0.0007147605497141362,2
2004,interlocutor,0.0007764169051691451,2
2005,interlocutor,0.0008473289178486814,2
2006,interlocutor,0.0009646254685994792,2
2007,interlocutor,0.0011172327836509713,2
2008,interlocutor,0.0013275742200777791,2
2009,interlocutor,0.0016164314675600887,2
2010,interlocutor,0.002028281899350777,2
2011,interlocutor,0.0023757983926481637,2
2012,interlocutor,0.0027483152175515483,2
2013,interlocutor,0.002737448447372851,2
2014,interlocutor,0.002747452615810086,2
2015,interlocutor,0.002521986932948599,2
2016,interlocutor,0.0024005038795562148,2
2017,interlocutor,0.0024152568651783185,2
2000,half,0.0014376468878179757,2
2001,half,0.0014643480200934509,2
2002,half,0.0015030878564726681,2
2003,half,0.0015383779744734284,2
2004,half,0.001566551365983354,2
2005,half,0.0016149555759868012,2
2006,half,0.0016653400550660467,2
2007,half,0.0017161514647434446,2
2008,half,0.00174909437865653,2
2009,half,0.001753751560216856,2
2010,half,0.0017596821882315393,2
2011,half,0.001746192366512304,2
2012,half,0.0017197433081482328,2
2013,half,0.0016802335275732222,2
2014,half,0.001624912415712162,2
2015,half,0.0015638540045368992,2
2016,half,0.0015255302656284157,2
2017,half,0.0015032203362616494,2
2000,interpretation,0.0010468027858074286,2
2001,interpretation,0.001054185390412916,2
2002,interpretation,0.0010714306053793263,2
2003,interpretation,0.0010895805166798338,2
2004,interpretation,0.0011250146049924146,2
2005,interpretation,0.0011752483848533354,2
2006,interpretation,0.00126396430797546,2
2007,interpretation,0.001387217380398144,2
2008,interpretation,0.001530428800856785,2
2009,interpretation,0.0016757802202379767,2
2010,interpretation,0.001792742250961043,2
2011,interpretation,0.0019539423989735345,2
2012,interpretation,0.0021589441238599673,2
2013,interpretation,0.0022147370656892366,2
2014,interpretation,0.002203436985276803,2
2015,interpretation,0.002159843284550723,2
2016,interpretation,0.0020336984438448255,2
2017,interpretation,0.0019442098983180097,2
2000,shared,0.0009960321397724607,2
2001,shared,0.0010076678115103932,2
2002,shared,0.000998696082127898,2
2003,shared,0.0010015816085439894,2
2004,shared,0.001054557406198618,2
2005,shared,0.0011535175310663102,2
2006,shared,0.0012749003220965723,2
2007,shared,0.0013931855169318226,2
2008,shared,0.0014811927043864473,2
2009,shared,0.0015635158728583005,2
2010,shared,0.0017033033468319254,2
2011,shared,0.001925873098138077,2
2012,shared,0.0018722251289211797,2
2013,shared,0.001934750745238886,2
2014,shared,0.002160487336855574,2
2015,shared,0.0022858343245395515,2
2016,shared,0.0024467534614570166,2
2017,shared,0.0025037098618946995,2
2000,colour,0.0006063069210145062,2
2001,colour,0.000645638328317234,2
2002,colour,0.0007111087891852276,2
2003,colour,0.0007992933862498036,2
2004,colour,0.0009220245322085542,2
2005,colour,0.001080564533528834,2
2006,colour,0.0011509056219376165,2
2007,colour,0.0012787430955211211,2
2008,colour,0.0014922790893879111,2
2009,colour,0.0017723497287007763,2
2010,colour,0.0019103955228409126,2
2011,colour,0.0022803094194758914,2
2012,colour,0.0028009114348294542,2
2013,colour,0.002619555866214974,2
2014,colour,0.0025949063520744457,2
2015,colour,0.002047265729161513,2
2016,colour,0.001893659215279194,2
2017,colour,0.002102571590512215,2
2000,paradigm,0.0016324466468681537,2
2001,paradigm,0.0016696641322560346,2
2002,paradigm,0.0017127177842698352,2
2003,paradigm,0.0017599050379810085,2
2004,paradigm,0.001820123831382089,2
2005,paradigm,0.0018209205707658814,2
2006,paradigm,0.001794855988408218,2
2007,paradigm,0.001775856158393022,2
2008,paradigm,0.0017515091836049065,2
2009,paradigm,0.0016786892820268027,2
2010,paradigm,0.0015812464855443512,2
2011,paradigm,0.001509614940284508,2
2012,paradigm,0.0014541207496332283,2
2013,paradigm,0.0014021743372248452,2
2014,paradigm,0.0013443327756994593,2
2015,paradigm,0.0013129803342150454,2
2016,paradigm,0.0012962779482899572,2
2017,paradigm,0.001294560874363918,2
2000,distractors,0.001011205776443644,2
2001,distractors,0.0010921477884685944,2
2002,distractors,0.0012266375987935703,2
2003,distractors,0.0013817401975809891,2
2004,distractors,0.0015115341537940018,2
2005,distractors,0.0016027805644894689,2
2006,distractors,0.0016522861077056022,2
2007,distractors,0.0017728914487393195,2
2008,distractors,0.0019282444369328323,2
2009,distractors,0.0019533404412491024,2
2010,distractors,0.001900869511051161,2
2011,distractors,0.0018239454158033017,2
2012,distractors,0.0018040789425221135,2
2013,distractors,0.0017663183454354695,2
2014,distractors,0.0016184206518426853,2
2015,distractors,0.0014959570301386047,2
2016,distractors,0.0014823153880514283,2
2017,distractors,0.0015090403283328203,2
2000,control,0.002432143944216223,2
2001,control,0.002381569281803912,2
2002,control,0.002230113897511643,2
2003,control,0.002112300068246098,2
2004,control,0.002053764267316687,2
2005,control,0.001970755244015231,2
2006,control,0.0018125696786496855,2
2007,control,0.0016889743108179033,2
2008,control,0.0015911364666892577,2
2009,control,0.0015067392840509204,2
2010,control,0.0014125400343774743,2
2011,control,0.0012542155525942461,2
2012,control,0.001107234626458545,2
2013,control,0.0010055179336838282,2
2014,control,0.0009524902892486223,2
2015,control,0.0009326642110158026,2
2016,control,0.000910416419544895,2
2017,control,0.0008841037610009678,2
2000,screen,0.0012425106491053823,2
2001,screen,0.0012903728261211885,2
2002,screen,0.001381246000781485,2
2003,screen,0.001476840042681439,2
2004,screen,0.001569195728299974,2
2005,screen,0.0016214948294361168,2
2006,screen,0.0016411334737227545,2
2007,screen,0.001689413164518445,2
2008,screen,0.0017379266046579005,2
2009,screen,0.0017439522139237943,2
2010,screen,0.0017458084911902909,2
2011,screen,0.0017466750684291237,2
2012,screen,0.0017097733253415848,2
2013,screen,0.0016197547051418257,2
2014,screen,0.0014865580495422481,2
2015,screen,0.0014234324977396913,2
2016,screen,0.0014606527886302694,2
2017,screen,0.001498444199399458,2
2000,size,0.0005575417163151275,2
2001,size,0.0005707611466908827,2
2002,size,0.0005894157083331202,2
2003,size,0.0006116655132298259,2
2004,size,0.0006478827094475144,2
2005,size,0.0007070752442612072,2
2006,size,0.0008034192272614672,2
2007,size,0.0009379861757319374,2
2008,size,0.0011038670262198908,2
2009,size,0.0013349568400355593,2
2010,size,0.0017223855481021094,2
2011,size,0.0023245317529900014,2
2012,size,0.0027958327288089106,2
2013,size,0.0029124466921191224,2
2014,size,0.0028275732718868593,2
2015,size,0.0026991769409064775,2
2016,size,0.002450338435981792,2
2017,size,0.002280576310084148,2
2000,feminine,0.002451990210797118,2
2001,feminine,0.002341883901196402,2
2002,feminine,0.0023739474092816315,2
2003,feminine,0.0023039277601898415,2
2004,feminine,0.0023435782193754187,2
2005,feminine,0.00263737298528423,2
2006,feminine,0.00249383893974688,2
2007,feminine,0.0019863737779247633,2
2008,feminine,0.001501265020654361,2
2009,feminine,0.0012049086601289786,2
2010,feminine,0.0009562019336355242,2
2011,feminine,0.0007862957678384966,2
2012,feminine,0.0006803261722220164,2
2013,feminine,0.000626426018679517,2
2014,feminine,0.0005798311538436741,2
2015,feminine,0.0005844939079810052,2
2016,feminine,0.0006449617774386471,2
2017,feminine,0.0006973057552960466,2
2000,person,0.0012809565479142153,2
2001,person,0.0012781349127343666,2
2002,person,0.001296863247795999,2
2003,person,0.0013142233654688266,2
2004,person,0.0013411338075766189,2
2005,person,0.0013702317948907244,2
2006,person,0.001455485487179547,2
2007,person,0.0015985881326054864,2
2008,person,0.0016527275006033696,2
2009,person,0.0017490487458687786,2
2010,person,0.0019558757356961448,2
2011,person,0.0020238360382794276,2
2012,person,0.00180530462122349,2
2013,person,0.0015758345319362675,2
2014,person,0.0014480133929973883,2
2015,person,0.0013833310117287887,2
2016,person,0.0012762213337321779,2
2017,person,0.0012087105989990043,2
2000,preference,0.0005633210871666888,2
2001,preference,0.0005837953159038734,2
2002,preference,0.0006158903091645091,2
2003,preference,0.0006513218155376518,2
2004,preference,0.0006978049449164138,2
2005,preference,0.0007662615109076921,2
2006,preference,0.0008702622924251649,2
2007,preference,0.0010052870298274425,2
2008,preference,0.0011767170855246398,2
2009,preference,0.0013940358915779307,2
2010,preference,0.0016280742459991488,2
2011,preference,0.0018116627338272985,2
2012,preference,0.001877907455927201,2
2013,preference,0.002097136938120333,2
2014,preference,0.002414119350818314,2
2015,preference,0.0027319051728350767,2
2016,preference,0.0027605953125187698,2
2017,preference,0.002935267332814891,2
2000,access,0.0014381587287922008,2
2001,access,0.001479806606335534,2
2002,access,0.0015379459862391136,2
2003,access,0.0016473518322712743,2
2004,access,0.0018452582013093704,2
2005,access,0.0019792081209019513,2
2006,access,0.0017886600665653703,2
2007,access,0.0015488091217251043,2
2008,access,0.0013523613814030856,2
2009,access,0.001222568501355379,2
2010,access,0.00117911522695652,2
2011,access,0.0012206695466774721,2
2012,access,0.0012553268156381024,2
2013,access,0.0012738619598644813,2
2014,access,0.0012950020752128932,2
2015,access,0.0013861378469763137,2
2016,access,0.001532539641507639,2
2017,access,0.0015588616199604555,2
2000,mismatch,0.0014194763600520136,2
2001,mismatch,0.0015090216478434956,2
2002,mismatch,0.0016275963032796588,2
2003,mismatch,0.0017365156415626503,2
2004,mismatch,0.0017056961374880782,2
2005,mismatch,0.001663093066041777,2
2006,mismatch,0.0015724895642144103,2
2007,mismatch,0.0015369430328879914,2
2008,mismatch,0.0015688093169461915,2
2009,mismatch,0.0016412811919319572,2
2010,mismatch,0.001603903396295499,2
2011,mismatch,0.001362232727879242,2
2012,mismatch,0.0011922526943605656,2
2013,mismatch,0.0011495891642745596,2
2014,mismatch,0.0011973880552645,2
2015,mismatch,0.0011941122049063846,2
2016,mismatch,0.0012160641082327,2
2017,mismatch,0.0012237659022832062,2
2000,match,0.0017078933999914617,2
2001,match,0.0017615584907922394,2
2002,match,0.001810725589692875,2
2003,match,0.0018855578221109253,2
2004,match,0.001978491665444153,2
2005,match,0.0020276187816227606,2
2006,match,0.001923502957421918,2
2007,match,0.0017662876128812677,2
2008,match,0.0016474355988659519,2
2009,match,0.0015332731781692085,2
2010,match,0.0013500980237901212,2
2011,match,0.0011463539914570108,2
2012,match,0.0010007200996505307,2
2013,match,0.0009231782767502738,2
2014,match,0.0008875992378614478,2
2015,match,0.0008851897924316734,2
2016,match,0.0009204256348774151,2
2017,match,0.000949804093329583,2
2000,recent,0.00061331204959094,2
2001,recent,0.0006287846776523651,2
2002,recent,0.0006504774300347309,2
2003,recent,0.0006715074433373371,2
2004,recent,0.0006950914618836217,2
2005,recent,0.0007282522104640674,2
2006,recent,0.0007680136739069847,2
2007,recent,0.0008210205205851379,2
2008,recent,0.0008900660208128566,2
2009,recent,0.0009768892113914828,2
2010,recent,0.0011069620608085643,2
2011,recent,0.0013200245029263173,2
2012,recent,0.0016521087403969376,2
2013,recent,0.002050578807354934,2
2014,recent,0.002679607935639192,2
2015,recent,0.003120773255186804,2
2016,recent,0.003051571732015136,2
2017,recent,0.0031188526684344164,2
2000,rate,0.0011004409068067318,2
2001,rate,0.0011305547882043579,2
2002,rate,0.0011644232082111754,2
2003,rate,0.0012003241487367425,2
2004,rate,0.0012478414065983793,2
2005,rate,0.0013291524279099728,2
2006,rate,0.001430061758120797,2
2007,rate,0.0015530077377599305,2
2008,rate,0.0016284673967516942,2
2009,rate,0.001684872834058283,2
2010,rate,0.0017461131679788054,2
2011,rate,0.001764203387117241,2
2012,rate,0.0017174384964384313,2
2013,rate,0.0015731996798777701,2
2014,rate,0.0014185609030037054,2
2015,rate,0.0012787092615349936,2
2016,rate,0.0012200324840912686,2
2017,rate,0.0011907530942192588,2
2000,action,0.01503899864591581,3
2001,action,0.015550305843365256,3
2002,action,0.016512108687505002,3
2003,action,0.01772639778511098,3
2004,action,0.019192246771837434,3
2005,action,0.020915230636658858,3
2006,action,0.023095457555223697,3
2007,action,0.025857883879392852,3
2008,action,0.028710750092074345,3
2009,action,0.029805358191534372,3
2010,action,0.029534354368786868,3
2011,action,0.028688345493253373,3
2012,action,0.02791484140608838,3
2013,action,0.0275273238758577,3
2014,action,0.027167533539270393,3
2015,action,0.02694146068763998,3
2016,action,0.026810754949030936,3
2017,action,0.026211895998339636,3
2000,agent,0.015556000940629911,3
2001,agent,0.01642149929413992,3
2002,agent,0.01767255494324225,3
2003,agent,0.018799939864256834,3
2004,agent,0.019510425851199355,3
2005,agent,0.01976551549131317,3
2006,agent,0.019770048288505856,3
2007,agent,0.020026491484845248,3
2008,agent,0.02026960768571035,3
2009,agent,0.020297838553422064,3
2010,agent,0.0203081162494662,3
2011,agent,0.020767559989521733,3
2012,agent,0.0218049156418738,3
2013,agent,0.02376996026581687,3
2014,agent,0.026610470650819902,3
2015,agent,0.030113788335609626,3
2016,agent,0.03359858374340208,3
2017,agent,0.03607013744471079,3
2000,state,0.008798172423761361,3
2001,state,0.009061421970997283,3
2002,state,0.009204501087198405,3
2003,state,0.009216141011112027,3
2004,state,0.009412684303058918,3
2005,state,0.009809619297728944,3
2006,state,0.010443661142904603,3
2007,state,0.010506271023927767,3
2008,state,0.010127910066655671,3
2009,state,0.009539246925243317,3
2010,state,0.008787081752495547,3
2011,state,0.007961724122955743,3
2012,state,0.00721842100736978,3
2013,state,0.0067222580961184605,3
2014,state,0.006491634557267899,3
2015,state,0.006450640780067244,3
2016,state,0.006498234895061525,3
2017,state,0.006562691400119323,3
2000,social,0.0026772413924395604,3
2001,social,0.002915517298355704,3
2002,social,0.003365499390639652,3
2003,social,0.00401270870660745,3
2004,social,0.004706635526026407,3
2005,social,0.005264406450802181,3
2006,social,0.0054823679993216265,3
2007,social,0.005585265546949456,3
2008,social,0.00568534265175236,3
2009,social,0.005775343451915569,3
2010,social,0.0058166863928774525,3
2011,social,0.005929136437102833,3
2012,social,0.006322935772359491,3
2013,social,0.007094259977471336,3
2014,social,0.00809663850633351,3
2015,social,0.009481053237042365,3
2016,social,0.01092359029865747,3
2017,social,0.012120917080077637,3
2000,mind,0.004685380418074483,3
2001,mind,0.004860085221448856,3
2002,mind,0.005192112919495664,3
2003,mind,0.005581802460477817,3
2004,mind,0.005841038073994176,3
2005,mind,0.0059376579428080355,3
2006,mind,0.005744321040192757,3
2007,mind,0.005514195319163804,3
2008,mind,0.005423097917107022,3
2009,mind,0.0054533743702712195,3
2010,mind,0.00550152267590099,3
2011,mind,0.005554209025305441,3
2012,mind,0.005634926591445706,3
2013,mind,0.006145631900220926,3
2014,mind,0.007263202103836896,3
2015,mind,0.008581252416137611,3
2016,mind,0.009113993670761872,3
2017,mind,0.009148203292926605,3
2000,moral,0.000605027517036479,3
2001,moral,0.0006369323170803918,3
2002,moral,0.0007097937396993417,3
2003,moral,0.0008305096534243067,3
2004,moral,0.00100829322421986,3
2005,moral,0.0012207166190616972,3
2006,moral,0.0015457249136417613,3
2007,moral,0.0021313044185283063,3
2008,moral,0.0028866390449149475,3
2009,moral,0.004035578438336718,3
2010,moral,0.005607185439403535,3
2011,moral,0.007526278392308355,3
2012,moral,0.008143068831052895,3
2013,moral,0.008757634828713848,3
2014,moral,0.011551301228702954,3
2015,moral,0.014161514778542217,3
2016,moral,0.014717351344660434,3
2017,moral,0.013733511273045097,3
2000,behavior,0.004461167066908257,3
2001,behavior,0.004404173893001813,3
2002,behavior,0.004167040224594455,3
2003,behavior,0.0040229417799881985,3
2004,behavior,0.004028338150846459,3
2005,behavior,0.0041447934504905345,3
2006,behavior,0.004412587494457933,3
2007,behavior,0.004836231801990508,3
